title,year released,certificate,duration,genre,rating,votes
The Redeemed and the Dominant: Fittest on Earth,2016,Unrated,104 min,"Documentary, Sport",7.1,"1,599"
Stranger Things,2016,TV-14,51 min,"Drama, Fantasy, Horror",8.7,"1,149,889"
Stranger Things,2016,TV-14,51 min,"Drama, Fantasy, Horror",8.7,"1,149,902"
Mostly Sunny,2016,TV-MA,83 min,Documentary,5.4,759
Kabaneri of the Iron Fortress,2016,TV-MA,23 min,"Animation, Action, Adventure",7.2,"5,554"
Deuces,2016,TV-MA,87 min,"Action, Crime, Drama",5.8,"1,020"
Lucifer,2016,TV-14,60 min,"Crime, Drama, Fantasy",7.5,"5,131"
Zoolander: Super Model,2016,Not Rated,84 min,"Animation, Comedy, Sci-Fi",4.9,168
The Darkest Dawn,2016,Not Rated,76 min,"Action, Adventure, Sci-Fi",4.0,"2,126"
Animal Kingdom,2016,TV-MA,60 min,"Crime, Drama",8.2,"37,944"
Chasing Trane: The John Coltrane Documentary,2016,Not Rated,99 min,"Documentary, Biography, History",7.3,"2,340"
Lady Dynamite,2016,TV-MA,30 min,Comedy,7.3,"3,734"
Shepherds and Butchers,2016,R,102 min,"Crime, Drama, Mystery",6.8,"3,388"
Shadow of Truth,2016,TV-MA,40 min,"Documentary, Crime",8.0,"1,475"
Lucifer,2016,TV-14,42 min,"Crime, Drama, Fantasy",8.1,"318,933"
The River Thief,2016,Not Rated,87 min,"Action, Adventure, Crime",5.2,497
Special Correspondents,2016,TV-MA,101 min,Comedy,5.9,"24,467"
Billions,2016,TV-MA,60 min,Drama,8.4,"93,451"
Lucifer,2016,TV-14,42 min,"Crime, Drama, Fantasy",8.1,"318,928"
Gods of Egypt,2016,PG-13,127 min,"Action, Adventure, Fantasy",5.4,"117,441"
Chasing Cameron,2016,TV-PG,31 min,Reality-TV,3.6,503
La Doña,2016,TV-14,45 min,"Drama, Romance",6.9,636
Sausage Party,2016,R,89 min,"Animation, Adventure, Comedy",6.1,"194,159"
Strange Weather,2016,R,92 min,Drama,6.0,"1,597"
Ejen Ali,2016,PG,21 min,"Animation, Action, Adventure",8.5,291
Terrifier,2016,Unrated,82 min,"Horror, Thriller",5.6,"19,119"
Only for One Night,2016,TV-14,86 min,"Crime, Drama, Romance",4.3,721
The Good Place,2016,TV-PG,22 min,"Comedy, Drama, Fantasy",8.0,"1,926"
The Good Place,2016,TV-PG,22 min,"Comedy, Drama, Fantasy",7.4,"1,878"
Travelers,2016,TV-MA,45 min,"Drama, Mystery, Sci-Fi",8.0,"56,239"
Patton Oswalt: Talking for Clapping,2016,TV-MA,65 min,"Documentary, Comedy",6.8,"2,025"
The Good Place,2016,TV-PG,22 min,"Comedy, Drama, Fantasy",7.7,"1,915"
World of Winx,2016,TV-Y7,30 min,"Animation, Action, Comedy",6.7,737
The White Helmets,2016,TV-14,41 min,"Documentary, Short, War",7.5,"7,777"
Green is Gold,2016,R,81 min,"Crime, Drama",5.9,989
The Good Place,2016,TV-PG,22 min,"Comedy, Drama, Fantasy",7.7,"1,829"
The OA,2016,TV-MA,60 min,"Drama, Fantasy, Mystery",7.8,"104,258"
Below Her Mouth,2016,Not Rated,94 min,"Drama, Romance",5.5,"12,539"
Lego Friends: The Power of Friendship,2016,TV-G,23 min,Animation,6.8,55
Shooter,2016,TV-14,60 min,"Action, Drama",7.5,"36,802"
Bordertown,2016,TV-MA,60 min,"Crime, Drama, Mystery",7.9,170
Good Morning Call,2016,TV-14,48 min,"Comedy, Romance",7.5,"3,199"
Ask the StoryBots,2016,TV-Y,24 min,"Animation, Adventure, Comedy",8.4,904
Midnight Diner: Tokyo Stories,2016,TV-14,24 min,Drama,8.4,"4,238"
Luna Petunia,2016,TV-Y,22 min,"Animation, Family, Fantasy",6.3,55
Iliza Shlesinger: Confirmed Kills,2016,TV-MA,77 min,Comedy,6.6,"2,912"
Below Deck Mediterranean,2016,TV-14,43 min,Reality-TV,7.5,"2,757"
The Ranch,2016,TV-MA,30 min,"Comedy, Drama, Western",7.5,"38,824"
True Memoirs of an International Assassin,2016,TV-14,98 min,"Action, Comedy, Crime",5.9,"23,068"
Queen of the South,2016,TV-MA,42 min,"Action, Crime, Drama",8.0,"30,158"
The Fury of a Patient Man,2016,TV-MA,92 min,"Crime, Drama, Thriller",6.7,"12,125"
Ajin,2016,TV-MA,24 min,"Animation, Action, Adventure",7.6,"6,345"
DC's Legends of Tomorrow,2016,TV-14,42 min,"Action, Adventure, Drama",6.8,"104,446"
Feed the Beast,2016,TV-14,60 min,"Crime, Drama",6.7,"3,410"
Lucifer,2016,TV-14,51 min,"Crime, Drama, Fantasy",8.0,"4,230"
De held,2016,TV-14,96 min,"Crime, History, Thriller",5.1,437
XOXO,2016,TV-MA,92 min,"Drama, Music",5.3,"7,049"
'76,2016,Not Rated,118 min,"Drama, Romance",5.6,234
House of Bodies,2016,Not Rated,79 min,"Crime, Drama, Thriller",3.8,"6,847"
Pandora,2016,Not Rated,136 min,"Action, Drama, Thriller",6.6,"7,572"
The Lighthouse of the Whales,2016,TV-MA,110 min,"Biography, Drama, Romance",6.7,"3,942"
Marcella,2016,TV-MA,45 min,"Crime, Drama, Mystery",7.4,"31,515"
Operation Avalanche,2016,R,94 min,"Comedy, Drama, Mystery",6.0,"7,357"
Forgiven,2016,TV-14,79 min,"Drama, Family, Thriller",3.8,224
Medici,2016,TV-14,60 min,"Biography, Drama, History",7.9,"19,261"
Your Name.,2016,PG,106 min,"Animation, Drama, Fantasy",8.4,"262,352"
Shadowhunters,2016,TV-14,42 min,"Action, Drama, Fantasy",6.5,"63,040"
LBJ,2016,R,98 min,"Biography, Drama, History",6.5,"6,872"
Love,2016,TV-MA,50 min,"Comedy, Drama, Romance",7.7,"42,755"
Captain America: Civil War,2016,PG-13,147 min,"Action, Adventure, Sci-Fi",7.8,"776,556"
Hip-Hop Evolution,2016,TV-MA,90 min,"Documentary, Music",8.4,"6,027"
The Bad Batch,2016,R,118 min,"Action, Horror, Mystery",5.2,"31,725"
Skylanders Academy,2016,TV-Y7,25 min,"Animation, Action, Adventure",6.6,781
Borderline,2016,TV-14,30 min,Comedy,7.1,"1,547"
Lucifer,2016,TV-14,55 min,"Crime, Drama, Fantasy",6.4,"5,073"
Chelsea,2016,TV-MA,30 min,"Comedy, Talk-Show",6.1,"2,081"
Hot Bot,2016,Not Rated,86 min,"Comedy, Sci-Fi",3.3,"3,679"
Hulk: Where Monsters Dwell,2016,PG,75 min,"Animation, Action, Fantasy",5.3,"1,216"
Skiptrace,2016,PG-13,107 min,"Action, Adventure, Comedy",5.6,"21,027"
Kuromukuro,2016,TV-14,24 min,"Animation, Action, Sci-Fi",7.2,"1,303"
Grizzy and the Lemmings,2016,TV-Y7,7 min,"Animation, Comedy, Family",7.1,627
Dieter Nuhr: Nuhr in Berlin,2016,Not Rated,69 min,Comedy,4.7,71
Bo Burnham: Make Happy,2016,TV-MA,60 min,"Comedy, Music",8.3,"15,207"
The K2,2016,TV-14,60 min,"Drama, Romance, Thriller",7.8,"6,554"
Kulipari: An Army of Frogs,2016,TV-Y7,20 min,"Animation, Action, Fantasy",6.8,262
Last Chance U,2016,TV-MA,55 min,"Documentary, Sport",8.4,"6,962"
DC's Legends of Tomorrow,2016,TV-14,42 min,"Action, Adventure, Drama",8.1,"1,130"
Lucifer,2016,TV-14,56 min,"Crime, Drama, Fantasy",8.7,"3,832"
I'll Be Home for Christmas,2016,TV-G,84 min,"Drama, Family, Romance",6.1,"2,519"
Backstabbed,2016,TV-PG,88 min,"Drama, Thriller",4.8,561
Lord Put a Ring on It,2016,PG,94 min,"Comedy, Drama",7.6,22
Pete Johansson: You Might also Enjoy Pete Johansson,2016,TV-MA,67 min,Comedy,6.1,183
We Are Pregnant,2016,TV-MA,100 min,"Comedy, Romance",5.5,"1,544"
Marauders,2016,R,107 min,"Action, Crime, Thriller",5.5,"22,443"
Red Sea 4K,2016,TV-G,50 min,Documentary,6.4,57
The Good Place,2016,TV-PG,22 min,"Comedy, Drama, Fantasy",8.4,"1,983"
Word Party,2016,TV-Y,11 min,"Animation, Family",5.5,355
Indie Game: Life After,2016,Unrated,125 min,Documentary,5.7,499
"Re: Zero, Starting Life in Another World",2016,TV-14,24 min,"Animation, Adventure, Drama",8.1,"18,302"
Rocky Handsome,2016,Not Rated,119 min,"Action, Crime, Drama",6.8,"8,468"
StartUp,2016,Not Rated,44 min,"Crime, Thriller",7.8,"29,045"
Marseille,2016,TV-MA,41 min,Drama,6.8,"5,220"
Roman Empire,2016,TV-MA,48 min,"Documentary, Biography, Drama",7.0,"7,899"
Two Lovers and a Bear,2016,R,96 min,"Adventure, Drama, Romance",6.0,"1,947"
Hannibal Buress: Comedy Camisado,2016,TV-MA,83 min,Comedy,6.6,"1,540"
Resident Evil: The Final Chapter,2016,R,107 min,"Action, Horror, Sci-Fi",5.5,"94,352"
Team Foxcatcher,2016,TV-14,90 min,"Documentary, Biography, Crime",7.3,"6,688"
The Infiltrator,2016,R,127 min,"Biography, Crime, Drama",7.0,"74,191"
Blue Mountain State: The Rise of Thadland,2016,R,90 min,"Comedy, Sport",5.7,"15,853"
Live by Night,2016,R,129 min,"Action, Thriller",6.4,"57,377"
Diário de um Exorcista - Zero,2016,TV-MA,98 min,"Horror, Thriller",3.7,625
Long Nights Short Mornings,2016,Not Rated,100 min,"Drama, Romance",5.4,973
Greenleaf,2016,TV-14,60 min,Drama,7.4,"5,311"
Boyka: Undisputed,2016,R,86 min,"Action, Drama, Sport",6.9,"29,267"
Before I Wake,2016,PG-13,97 min,"Drama, Fantasy, Horror",6.2,"46,899"
Sniper: Ghost Shooter,2016,R,99 min,"Action, Drama, Thriller",5.4,"4,147"
13th,2016,TV-MA,100 min,"Documentary, Crime, History",8.2,"35,589"
Kahi,2016,G,95 min,Drama,7.1,71
A Weekend with the Family,2016,TV-14,82 min,"Comedy, Romance",4.8,382
Degrassi: Next Class,2016,TV-PG,30 min,"Drama, Romance",6.8,"3,360"
The Good Place,2016,TV-PG,22 min,"Comedy, Drama, Fantasy",8.2,"1,937"
The Break,2016,TV-MA,52 min,"Crime, Drama, Thriller",7.6,"6,554"
Emma' (Mother),2016,TV-14,77 min,"Biography, Drama",6.9,148
Rebellion,2016,TV-MA,258 min,"Drama, History, War",7.1,"3,890"
Dark Net,2016,TV-MA,30 min,Documentary,7.0,"1,500"
Indiscretion,2016,Not Rated,99 min,Thriller,4.8,"1,074"
Retribution,2016,TV-MA,231 min,"Drama, Mystery, Thriller",7.0,"8,444"
Spectral,2016,PG-13,107 min,"Action, Adventure, Sci-Fi",6.3,"59,604"
Flowers,2016,TV-14,30 min,"Comedy, Drama",8.1,"5,734"
Brain on Fire,2016,PG-13,88 min,"Biography, Drama",6.6,"21,728"
Coach Snoop,2016,TV-MA,30 min,Documentary,6.7,601
You Me Her,2016,TV-MA,28 min,"Comedy, Drama, Romance",7.0,"10,445"
Jin Xiu Wei Yang,2016,TV-14,45 min,"Drama, History, Romance",7.8,843
Beat Bugs,2016,TV-Y,24 min,"Animation, Short, Adventure",7.6,526
FirstBorn,2016,Not Rated,86 min,Horror,4.8,"1,928"
The Search for Life in Space,2016,Not Rated,32 min,"Documentary, Short",6.4,718
The Fundamentals of Caring,2016,TV-MA,97 min,"Comedy, Drama",7.3,"72,933"
Age of Youth,2016,TV-14,60 min,"Comedy, Drama, Romance",8.3,"2,274"
Little Things,2016,TV-MA,16 min,"Comedy, Romance",8.2,"6,804"
Hurricane Bianca,2016,TV-MA,84 min,"Comedy, Drama",5.8,"6,462"
The Panama Papers,2016,PG,43 min,"Documentary, Short",6.6,16
Secret City,2016,TV-MA,49 min,"Mystery, Thriller",7.4,"8,223"
Maggie & Bianca: Fashion Friends,2016,TV-Y7,24 min,"Comedy, Drama, Family",5.9,168
Amanda Knox,2016,TV-MA,92 min,"Documentary, Crime",6.9,"24,777"
The Do-Over,2016,TV-MA,108 min,"Action, Adventure, Comedy",5.7,"46,845"
The Good Place,2016,TV-PG,22 min,"Comedy, Drama, Fantasy",7.3,"1,871"
Bungou Stray Dogs,2016,TV-14,24 min,"Animation, Action, Comedy",7.8,"6,230"
Hap and Leonard,2016,TV-MA,60 min,"Crime, Drama, Mystery",7.6,"7,790"
Peter and the Farm,2016,Unrated,91 min,Documentary,7.1,801
Berserk,2016,TV-MA,24 min,"Animation, Action, Adventure",6.8,"6,089"
The Get Down,2016,TV-MA,52 min,"Drama, Music, Musical",8.2,"22,628"
Konosuba: God's Blessing on This Wonderful World!,2016,TV-14,24 min,"Animation, Adventure, Comedy",7.8,"10,903"
Lucifer,2016,TV-14,55 min,"Crime, Drama, Fantasy",8.7,"3,831"
Stranger Things,2016,TV-14,85 min,"Drama, Fantasy, Horror",8.6,"18,702"
Tellur Aliens,2016,TV-Y,67 min,"Animation, Adventure, Comedy",4.3,96
The Girl with All the Gifts,2016,R,111 min,"Action, Adventure, Drama",6.6,"59,969"
Stranger Things,2016,TV-14,98 min,"Drama, Fantasy, Horror",9.6,"36,276"
Stranger Things,2016,TV-14,76 min,"Drama, Fantasy, Horror",8.1,"16,606"
Stranger Things,2016,TV-14,78 min,"Drama, Fantasy, Horror",9.4,"32,816"
Big Fish & Begonia,2016,PG-13,100 min,"Animation, Adventure, Drama",7.0,"6,305"
Stranger Things,2016,TV-14,63 min,"Drama, Fantasy, Horror",8.3,"17,417"
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,PG-13,96 min,"Action, Adventure, Drama",6.1,"19,675"
Stranger Things,2016,TV-14,77 min,"Drama, Fantasy, Horror",8.1,"18,101"
Trollhunters: Tales of Arcadia,2016,TV-Y7,23 min,"Animation, Action, Adventure",8.4,"17,005"
Office Christmas Party,2016,R,105 min,Comedy,5.8,"80,088"
Under the Shadow,2016,PG-13,84 min,"Drama, Fantasy, Horror",6.8,"27,735"
Stranger Things,2016,TV-14,75 min,"Drama, Fantasy, Horror",8.5,"16,937"
Bordertown,2016,TV-MA,60 min,"Crime, Drama, Mystery",7.6,"11,049"
Guilt,2016,TV-14,60 min,"Crime, Drama, Mystery",5.9,"2,637"
Extremis,2016,TV-PG,24 min,"Documentary, Short",7.3,"2,429"
Triple 9,2016,R,115 min,"Action, Crime, Thriller",6.3,"72,474"
Morris from America,2016,R,91 min,"Comedy, Drama, Romance",6.3,"5,379"
Precious Cargo,2016,R,90 min,"Action, Comedy, Thriller",4.6,"9,467"
Chef's Table: France,2016,TV-14,46 min,Documentary,8.2,"1,751"
Lucifer,2016,TV-14,61 min,"Crime, Drama, Fantasy",9.3,"5,350"
Sharknado 4: The 4th Awakens,2016,TV-14,95 min,"Action, Adventure, Comedy",3.8,"8,319"
What's Up with Cinta 2,2016,TV-14,123 min,"Drama, Romance",7.3,"1,960"
21 Days Under the Sky,2016,Unrated,70 min,Documentary,6.6,261
Jim Jefferies: Freedumb,2016,TV-MA,86 min,Comedy,7.7,"5,501"
Easy,2016,TV-MA,30 min,Comedy,6.9,"13,814"
Sam Kinison: The Scream Continues,2016,Not Rated,29 min,"Documentary, Short",6.4,81
Watashi ga Motete Dousunda,2016,TV-PG,23 min,"Animation, Comedy, Drama",6.6,"1,276"
Time Sweep,2016,Not Rated,103 min,Drama,6.0,191
"Bring It On, Ghost",2016,TV-14,60 min,"Comedy, Fantasy, Horror",7.6,"2,628"
Chronicles of a Champion Golfer,2016,TV-PG,30 min,"Documentary, Sport",8.0,38
Flaked,2016,TV-MA,30 min,"Comedy, Drama, Romance",7.2,"11,580"
Colin Quinn: The New York Story,2016,TV-MA,62 min,Comedy,6.9,"1,013"
Home: Adventures with Tip & Oh,2016,TV-Y7,23 min,"Animation, Short, Adventure",6.0,617
Lucifer,2016,TV-14,55 min,"Crime, Drama, Fantasy",8.9,"3,869"
Tony Robbins: I Am Not Your Guru,2016,Not Rated,115 min,Documentary,6.6,"4,431"
Dwayne Perkins: Take Note,2016,TV-MA,68 min,"Documentary, Comedy",7.1,355
Nerdland,2016,Not Rated,85 min,"Animation, Comedy",5.3,"1,086"
Audrie & Daisy,2016,TV-14,95 min,"Documentary, Crime",7.2,"6,669"
Guardian: The Lonely and Great God,2016,TV-14,120 min,"Comedy, Drama, Fantasy",8.6,"20,760"
Stranger Things,2016,TV-14,78 min,"Drama, Fantasy, Horror",8.1,"20,825"
The Windsors,2016,TV-MA,30 min,Comedy,7.1,"2,783"
Force 2,2016,Not Rated,127 min,"Action, Adventure, Thriller",6.2,"5,637"
Money,2016,R,86 min,"Crime, Mystery, Thriller",5.5,"3,137"
Slasher,2016,Not Rated,60 min,"Crime, Drama, Horror",6.7,"14,543"
Beyblade Burst,2016,TV-Y7,24 min,"Animation, Action, Adventure",6.6,602
Frontier,2016,TV-MA,60 min,"Adventure, Drama, History",7.1,"21,360"
Inside the World's Toughest Prisons,2016,TV-MA,47 min,Documentary,7.1,"2,965"
City of Tiny Lights,2016,Not Rated,110 min,"Crime, Drama, Mystery",5.5,"2,407"
Lucifer,2016,TV-14,53 min,"Crime, Drama, Fantasy",9.2,"4,474"
Like Cotton Twines,2016,Not Rated,96 min,Drama,7.7,70
Jarhead 3: The Siege,2016,R,95 min,"Action, Drama, War",5.1,"3,726"
Lucifer,2016,TV-14,55 min,"Crime, Drama, Fantasy",8.3,"3,319"
Lucifer,2016,TV-14,63 min,"Crime, Drama, Fantasy",9.2,"3,929"
Growing Up Wild,2016,G,78 min,Documentary,7.1,387
Lucifer,2016,TV-14,59 min,"Crime, Drama, Fantasy",8.7,"2,927"
Lucifer,2016,TV-14,61 min,"Crime, Drama, Fantasy",8.1,"2,736"
The Karma Killings,2016,Not Rated,83 min,"Documentary, Crime, Mystery",6.9,191
Lucifer,2016,TV-14,54 min,"Crime, Drama, Fantasy",8.4,"3,837"
Lucifer,2016,TV-14,58 min,"Crime, Drama, Fantasy",8.2,"3,643"
The Whole Truth,2016,R,93 min,"Crime, Drama, Mystery",6.2,"29,336"
Lucifer,2016,TV-14,53 min,"Crime, Drama, Fantasy",8.3,"2,836"
My Little Pony: Equestria Girls - Legend of Everfree,2016,TV-Y7,73 min,"Animation, Comedy, Family",6.3,"1,449"
Greenleaf,2016,TV-14,42 min,Drama,6.2,52
Devil's Bride,2016,R,110 min,"Drama, History",6.0,"1,322"
Ali Wong: Baby Cobra,2016,TV-MA,60 min,Comedy,7.5,"7,129"
Zumbo's Just Desserts,2016,TV-14,52 min,Reality-TV,6.9,"2,199"
Lucifer,2016,TV-14,56 min,"Crime, Drama, Fantasy",8.4,"3,980"
The Cuba Libre Story,2016,TV-14,52 min,"Documentary, History",7.6,"1,717"
DC Super Hero Girls: Hero of the Year,2016,Not Rated,76 min,"Animation, Action, Adventure",5.4,740
King Cobra,2016,Not Rated,91 min,"Crime, Drama",5.6,"9,115"
Bordertown,2016,TV-MA,61 min,"Crime, Drama, Mystery",7.7,221
Erased,2016,TV-14,264 min,"Animation, Drama, Fantasy",8.5,"46,215"
The Siege of Jadotville,2016,TV-MA,108 min,"Action, Drama, History",7.2,"39,952"
Alice Through the Looking Glass,2016,PG,113 min,"Adventure, Family, Fantasy",6.1,"108,693"
The Axe Murders of Villisca,2016,Not Rated,78 min,Horror,4.1,"1,926"
The Haunted House: The Secret of the 'Ghost Ball',2016,TV-Y7,26 min,"Animation, Adventure, Comedy",8.3,89
Sinister Squad,2016,Not Rated,90 min,"Action, Comedy, Fantasy",2.2,"1,117"
Now You See Me 2,2016,PG-13,129 min,"Action, Adventure, Comedy",6.4,"287,484"
Dirty Grandpa,2016,R,102 min,Comedy,5.9,"124,037"
Colony,2016,TV-14,42 min,"Action, Adventure, Drama",7.3,"36,235"
Pee-wee's Big Holiday,2016,TV-PG,90 min,"Comedy, Family",6.1,"8,125"
Crashing,2016,TV-MA,30 min,Comedy,7.7,"21,023"
1898: Our Last Men in the Philippines,2016,R,105 min,"Drama, History, War",6.5,"3,403"
White Girl,2016,TV-MA,88 min,"Crime, Drama",5.7,"10,974"
Mechanic: Resurrection,2016,R,98 min,"Action, Adventure, Crime",5.7,"85,193"
Voltron: Legendary Defender,2016,TV-Y7-FV,23 min,"Animation, Action, Adventure",8.1,"8,942"
Descendants of the Sun,2016,TV-14,60 min,"Action, Comedy, Drama",8.3,"16,031"
Message from the King,2016,R,102 min,"Action, Crime, Drama",6.4,"16,665"
Wanted,2016,TV-14,60 min,"Action, Crime, Drama",7.6,"6,029"
3%,2016,TV-MA,49 min,"Action, Drama, Sci-Fi",7.3,"25,700"
Kung Fu Panda 3,2016,PG,95 min,"Animation, Action, Adventure",7.1,"158,187"
Dirk Gently's Holistic Detective Agency,2016,TV-14,60 min,"Action, Adventure, Comedy",8.2,"51,064"
Finding Dory,2016,PG,97 min,"Animation, Adventure, Comedy",7.3,"274,280"
Haters Back Off!,2016,TV-14,30 min,"Comedy, Drama, Family",5.9,"7,335"
Michael Che Matters,2016,TV-MA,61 min,Comedy,7.2,"2,679"
Rudy Habibie,2016,TV-14,124 min,"Biography, Drama, Romance",7.5,852
Vikingane,2016,TV-MA,30 min,"Comedy, History",7.7,"18,768"
ILY from 38.000 Ft,2016,TV-14,102 min,"Drama, Romance",5.5,175
Talak 3,2016,TV-PG,90 min,"Comedy, Drama",7.1,116
Deepwater Horizon,2016,PG-13,107 min,"Action, Drama, History",7.1,"168,678"
Manhunt,2017,Not Rated,106 min,"Action, Crime, Thriller",5.2,"3,285"
Jo Koy: Live from Seattle,2017,TV-MA,62 min,Comedy,7.3,"1,438"
Dinotrux Supercharged,2017,TV-Y7,24 min,"Animation, Short, Action",7.5,98
Sun Dogs,2017,TV-MA,94 min,"Comedy, Drama",6.2,"2,354"
Charité,2017,TV-MA,45 min,"Drama, History",7.8,"3,379"
Abstract: The Art of Design,2017,TV-14,45 min,Documentary,8.3,"5,492"
Jeff Dunham: Relative Disaster,2017,TV-MA,70 min,Comedy,6.4,"1,295"
Satria Heroes: Revenge of the Darkness,2017,TV-PG,92 min,"Action, Adventure, Drama",4.6,71
Star Trek: Discovery,2017,TV-PG,55 min,"Action, Adventure, Drama",7.3,"3,190"
Steel Rain,2017,TV-MA,139 min,"Action, Drama, Thriller",7.1,"5,759"
Lego: City,2017,Not Rated,26 min,Animation,5.0,42
Recall,2017,TV-MA,73 min,"Crime, Drama, Thriller",3.0,265
The Motive,2017,TV-MA,112 min,"Comedy, Crime, Drama",6.5,"6,007"
Ultraviolet,2017,TV-MA,60 min,Crime,6.9,"1,636"
Tsuredure Children,2017,TV-14,13 min,"Animation, Short, Comedy",7.3,"1,763"
Lu Over the Wall,2017,PG,112 min,"Animation, Adventure, Comedy",6.8,"2,323"
Star Trek: Discovery,2017,TV-MA,55 min,"Action, Adventure, Drama",6.3,"4,032"
Ultimate Beastmaster,2017,TV-Y7,55 min,"Game-Show, Reality-TV",7.2,"2,459"
Katsugeki/Touken Ranbu,2017,TV-14,23 min,"Animation, Action, Adventure",6.6,88
Heartbeats,2017,PG,107 min,"Comedy, Drama, Music",5.3,839
Girlfriend's Day,2017,TV-MA,65 min,"Comedy, Drama",5.2,"4,638"
Gaga: Five Foot Two,2017,TV-MA,100 min,"Documentary, Music",7.0,"13,068"
The Polka King,2017,TV-14,95 min,"Biography, Comedy, Drama",5.9,"10,710"
Heartthrob,2017,Unrated,86 min,"Drama, Romance, Thriller",5.4,"2,616"
The Oscars,2017,TV-14,229 min,Music,6.8,"1,986"
Neo Yokio,2017,TV-MA,23 min,"Animation, Action, Adventure",5.9,"3,416"
iBoy,2017,TV-MA,90 min,"Action, Crime, Sci-Fi",5.9,"23,151"
Jack Whitehall: Travels with My Father,2017,TV-MA,30 min,"Documentary, Comedy",7.6,"5,577"
Get Me Roger Stone,2017,TV-14,92 min,"Documentary, Biography",7.3,"7,466"
Small Crimes,2017,TV-MA,95 min,"Crime, Drama, Thriller",5.8,"8,250"
Barbie: Dolphin Magic,2017,TV-G,61 min,"Animation, Adventure, Family",5.6,807
Pottersville,2017,PG-13,84 min,Comedy,5.4,"4,767"
Take Me,2017,TV-MA,83 min,"Comedy, Crime, Mystery",6.1,"6,053"
Angry Birds Blues,2017,TV-Y,2 min,"Animation, Short, Comedy",6.3,187
Mersal,2017,Not Rated,172 min,"Action, Thriller",7.5,"34,529"
Riverdale,2017,TV-14,42 min,"Crime, Drama, Mystery",6.7,"1,010"
Riverdale,2017,TV-14,42 min,"Crime, Drama, Mystery",7.5,964
Masum,2017,TV-14,60 min,"Crime, Drama, Mystery",8.3,"18,448"
Trevor Noah: Afraid of the Dark,2017,TV-MA,67 min,Comedy,7.2,"5,305"
Sarah Silverman: A Speck of Dust,2017,TV-MA,71 min,Comedy,6.9,"3,766"
Stretch Armstrong & the Flex Fighters,2017,TV-Y7-FV,22 min,"Animation, Short, Action",6.2,320
Sword Art Online the Movie: Ordinal Scale,2017,TV-14,119 min,"Animation, Action, Adventure",7.3,"8,113"
El Camino Christmas,2017,TV-MA,89 min,"Comedy, Crime, Western",5.7,"8,918"
What Did Jack Do?,2017,TV-14,17 min,"Short, Comedy, Crime",6.4,"12,837"
Puss in Book: Trapped in an Epic Tale,2017,TV-Y7,23 min,"Animation, Short, Action",5.2,592
Angela's Christmas,2017,G,30 min,"Animation, Short, Adventure",7.0,"3,008"
Lego Elves: Secrets of Elvendale,2017,TV-Y7,24 min,"Animation, Fantasy",6.7,174
Small Town Crime,2017,R,91 min,"Crime, Mystery, Thriller",6.6,"11,538"
The Confession Tapes,2017,TV-MA,46 min,"Documentary, Crime",7.5,"5,428"
Final Fantasy XIV: Dad of Light,2017,TV-PG,24 min,Drama,7.2,610
Big Mouth,2017,TV-MA,27 min,"Animation, Comedy, Romance",7.8,613
Christmas Wedding Planner,2017,PG,86 min,Romance,4.3,"6,019"
Roxanne Roxanne,2017,TV-MA,100 min,"Biography, Drama, Music",6.2,"3,294"
Handsome: A Netflix Mystery Movie,2017,TV-MA,80 min,"Comedy, Mystery",5.2,"4,702"
Swing State,2017,R,95 min,"Comedy, Music, Romance",3.7,365
My Little Pony: Equestria Girls Specials,2017,TV-Y,22 min,"Animation, Comedy, Family",6.6,667
Good Manager,2017,TV-14,60 min,"Comedy, Drama",7.9,"1,074"
Big Mouth,2017,TV-MA,27 min,"Animation, Comedy, Romance",7.6,857
Long Shot,2017,TV-14,40 min,"Documentary, Crime, Sport",7.4,"7,990"
La Frecuencia Kirlian,2017,TV-14,9 min,"Animation, Horror",7.5,"1,113"
Hotel Transylvania: The Series,2017,TV-Y7,21 min,"Animation, Comedy, Family",5.4,743
Olaf's Frozen Adventure,2017,G,22 min,"Animation, Short, Adventure",5.6,"12,912"
Big Bear,2017,TV-MA,88 min,Comedy,5.1,"1,382"
Fate/stay night [Heaven's Feel] I. presage flower,2017,TV-MA,120 min,"Animation, Action, Adventure",7.4,"2,931"
